,model_daily,model_weekly,model_weekly_10_holdings,momentum_only,nifty50,equal_weight_nifty100
2016-07-08,140340.15,131564.55,112373.91,116548.76,99139.41,105409.78
2016-07-11,144058.92,133137.82,114098.00,116268.96,100862.97,107184.39
2016-07-12,144615.51,133646.94,114525.94,117389.86,101496.04,107862.75
2016-07-13,143124.59,131611.44,113907.18,117574.76,101477.58,107661.66
2016-07-14,143846.89,132727.10,114457.56,118497.86,102019.54,108404.88
2016-07-15,144298.18,132221.99,114226.76,117133.16,101738.44,108320.31
2016-07-18,145444.59,132562.36,113906.54,118285.36,101348.94,107394.28
2016-07-19,144914.37,134079.76,114988.23,119188.06,101585.38,107714.38
2016-07-20,145078.89,135240.49,116059.27,120978.66,102029.66,108831.06
2016-07-21,147230.35,138821.90,117622.21,123604.36,101365.61,108125.42
2016-07-22,148281.51,139453.24,118093.04,122975.46,101736.06,109004.24
2016-07-25,149336.32,141080.42,118985.02,123388.96,102861.08,110326.04
2016-07-26,154863.92,139556.82,119516.87,121835.66,102325.07,109880.06
2016-07-27,154808.50,141302.43,121095.68,122656.66,102624.63,110551.55
2016-07-28,159440.72,141139.74,121376.25,123140.76,103226.15,110909.30
2016-07-29,160590.78,143091.96,121998.41,124530.26,102895.02,111157.50
2016-08-01,165476.57,141824.54,123742.31,121488.36,102871.79,111459.97
2016-08-02,161903.93,140154.70,122579.33,120927.06,102709.21,110811.89
2016-08-03,152713.35,137782.56,120459.16,118765.66,101779.53,109394.77
2016-08-04,153157.91,138872.73,121371.78,118744.86,101853.97,110043.38
2016-08-05,155476.36,143048.24,123429.05,120085.94,103426.86,112114.25
2016-08-08,155714.09,144078.84,123813.65,120269.68,103762.75,112912.11
2016-08-09,157083.96,143379.71,123725.77,120204.18,103368.49,112443.67
2016-08-10,154842.99,139062.84,121703.74,119058.08,102142.23,110788.51
2016-08-11,154819.31,135951.37,120700.49,126884.06,102342.94,110731.14
2016-08-12,155691.96,135827.98,120922.13,125715.40,102342.94,111768.09
2016-08-16,155757.77,134743.25,121461.00,126900.52,102943.26,112087.62
2016-08-17,156030.66,135337.43,122020.63,128491.54,102722.90,112674.59
2016-08-18,156361.78,137403.68,122479.92,129358.80,103308.93,113390.39
2016-08-19,156132.58,136773.78,122418.67,127641.18,103233.30,113689.57
2016-08-22,157584.41,137184.09,122334.57,129394.98,102783.65,112994.58
2016-08-23,156991.59,137889.71,122274.48,131767.64,102824.74,112961.70
2016-08-24,157328.37,138644.46,122623.02,130521.76,103035.57,113411.88
2016-08-25,157540.59,136329.81,121693.90,131312.16,102343.53,112676.02
2016-08-26,160724.25,138245.63,122218.59,130887.70,102109.47,112627.97
2016-08-29,162842.27,138232.15,123072.04,130891.06,102525.18,112944.48
2016-08-30,164217.92,140990.92,125140.78,132208.06,104155.82,114652.19
2016-08-31,165854.02,140590.20,125231.17,131272.08,104654.31,114969.64
2016-09-01,164843.87,137558.49,124764.64,130039.02,104516.73,114265.24
2016-09-02,164865.35,137078.44,125165.64,129753.70,104933.63,114894.33
2016-09-06,168084.50,140544.17,127395.62,130590.19,106521.98,116433.34
2016-09-07,169333.73,140229.93,126563.32,132355.39,106223.61,116920.09
2016-09-08,170931.01,141235.57,127376.85,133973.24,106635.14,117730.83
2016-09-09,168786.45,138991.41,125611.11,137247.59,105613.16,116638.74
2016-09-12,161497.11,135259.05,121426.58,131651.79,103813.37,113254.66
2016-09-14,163804.48,137962.78,122589.92,130325.07,103944.39,114347.31
2016-09-15,163906.99,138352.57,122996.85,130137.46,104134.38,114294.20
2016-09-16,162084.47,138486.98,122919.49,129512.39,104578.66,114417.66
2016-09-19,162626.79,140224.25,123542.10,131416.25,104918.74,115179.84
2016-09-20,163524.61,141397.43,123774.53,135216.77,104531.62,114865.87
2016-09-21,162361.69,140461.86,123418.20,136704.16,104546.51,114943.73
2016-09-22,167833.88,142066.11,126591.17,141866.03,105622.09,116640.26
2016-09-23,167561.14,141608.28,126179.84,140198.99,105194.48,116374.96
2016-09-26,167555.21,141387.58,125846.27,138366.59,103902.11,115492.26
2016-09-27,165998.92,141590.35,125911.42,140513.97,103703.79,115219.88
2016-09-28,166781.30,142349.68,126340.97,140225.61,104165.35,116582.10
2016-09-29,157196.99,135964.18,121539.34,132736.62,102332.21,112836.91
2016-09-30,160204.06,138989.69,124494.09,135677.08,102569.25,114753.28
2016-10-03,164752.53,141972.55,127938.48,143116.72,104081.37,117406.74
2016-10-04,164202.92,141850.52,129672.57,143477.47,104451.22,118354.13
2016-10-05,163907.67,142493.38,129834.81,141942.78,104151.06,118589.89
2016-10-06,163729.16,143076.88,130085.13,139520.24,103741.31,117989.05
2016-10-07,163672.16,143377.11,129731.48,141584.10,103598.97,118065.96
2016-10-10,163917.53,143968.47,130231.77,141380.05,103732.37,118216.75
2016-10-13,161343.87,141765.79,128712.02,137726.53,102119.00,116377.65
2016-10-14,161706.03,141518.98,129752.61,137956.70,102238.71,116977.11
2016-10-17,162394.67,139533.87,128319.96,139591.68,101488.31,115663.43
2016-10-18,167561.25,142397.58,130608.44,141388.19,103364.32,117711.30
2016-10-19,168547.00,143393.65,129344.78,140558.32,103140.38,117887.65
2016-10-20,167602.34,142231.87,129517.90,140727.93,103620.42,118445.32
2016-10-21,169693.11,142751.96,130001.24,143065.48,103544.77,118624.34
2016-10-24,167148.05,140458.57,128772.81,142739.27,103734.17,118532.12
2016-10-25,166752.27,139026.10,128287.06,142783.22,103523.93,118568.86
2016-10-26,164993.56,136454.72,127458.08,143787.47,102618.08,117511.04
2016-10-27,161500.28,135622.89,125910.73,137512.87,102618.08,116271.65
2016-10-28,159653.16,136730.02,126672.19,135646.83,102889.06,117228.78
2016-11-01,158794.31,136667.87,126553.27,135956.79,102749.11,117677.61
2016-11-02,154288.84,133920.77,124092.40,132587.58,101412.07,115592.03
2016-11-03,154303.74,131655.20,123140.22,132621.52,101066.05,114582.09
2016-11-04,149930.16,129679.30,121370.71,127330.45,100456.20,112856.19
2016-11-07,150777.03,131712.85,122896.72,128322.07,101210.17,114139.70
2016-11-08,151277.25,132574.78,123538.35,126608.62,101764.05,114485.40
2016-11-09,147287.81,132220.41,121316.00,121905.65,100435.35,112671.08
2016-11-10,149736.23,136207.40,124531.48,126515.47,101552.03,115650.78
2016-11-11,142253.27,133049.02,119389.14,119435.91,98819.00,111619.12
2016-11-15,137485.06,127517.39,114123.24,111777.92,96581.48,108276.71
2016-11-16,144549.03,127981.65,114987.06,112525.93,96619.00,108548.28
2016-11-17,141921.96,127448.60,114469.34,112327.63,96242.01,108481.32
2016-11-18,142863.19,127855.93,115588.50,112665.52,96172.33,108926.81
2016-11-21,136855.80,122586.71,111307.41,107747.24,94445.20,105957.33
2016-11-22,139053.61,124037.71,113351.32,109291.92,95317.10,107382.10
2016-11-23,139301.56,126313.59,114164.79,111776.60,95686.35,108533.33
2016-11-24,135948.38,124560.85,113893.22,110443.11,94878.77,108135.69
2016-11-25,142649.61,128726.78,116274.64,114155.52,96651.16,110182.29
2016-11-28,144016.04,131559.08,116588.36,116622.67,96801.24,110703.85
2016-11-29,147300.49,132834.12,118240.72,118339.03,96982.89,111251.86
2016-11-30,148819.03,133830.05,119912.39,118935.01,97963.78,112436.91
2016-12-01,147613.32,132337.92,118756.02,118119.81,97587.39,111456.77
2016-12-02,144533.09,130558.06,117075.62,116428.60,96323.60,109899.35
2016-12-05,145784.27,131596.59,117887.60,117912.69,96823.28,110749.51
2016-12-06,145329.50,131274.26,118175.69,117609.75,96994.80,111068.70
2016-12-07,144836.26,131303.73,118774.31,117590.82,96505.25,110714.80
2016-12-08,146947.73,132735.42,120378.13,119115.71,98229.99,112594.00
2016-12-09,146367.10,133226.46,120378.14,119777.51,98407.47,112944.32
2016-12-12,141558.89,131174.60,117896.53,119598.34,97324.14,111515.47
2016-12-13,141029.32,130862.11,117167.48,118373.33,97931.61,111631.88
2016-12-14,141396.02,130004.74,116437.45,117142.43,97462.91,110683.36
2016-12-15,142458.30,131230.69,116637.16,117863.62,97119.27,110562.84
2016-12-16,143872.33,132684.10,116365.31,118801.22,96950.73,110082.47
2016-12-19,140609.14,130993.65,115428.13,117430.61,96532.64,109446.85
2016-12-20,138982.68,129452.11,113141.47,116763.35,96271.19,108380.76
2016-12-21,137198.22,128850.73,112352.63,116651.66,96019.86,108207.79
2016-12-22,134254.49,128002.40,111010.68,114196.85,95040.77,106698.21
2016-12-23,137274.75,128241.55,111094.19,113772.02,95119.97,106405.15
2016-12-26,135032.14,124395.84,108140.80,110393.70,94196.85,104136.03
2016-12-27,137009.39,127757.70,110840.49,111866.71,95680.99,106119.99
2016-12-28,138359.25,128233.28,111321.29,112357.48,95704.82,106461.81
2016-12-29,140516.47,129936.54,113487.73,113345.88,96523.71,107760.79
2016-12-30,141987.35,132253.57,114429.19,113713.94,97502.81,108842.47
2017-01-02,144404.85,132895.72,115931.58,114487.92,97427.77,109674.04
2017-01-03,145430.47,133178.41,116690.15,114264.88,97579.64,110237.66
2017-01-04,143688.86,133467.19,115946.78,112418.20,97558.79,110309.10
2017-01-05,149109.47,138245.79,119202.68,115750.10,98551.00,112023.08
2017-01-06,147921.20,138489.70,118720.62,116692.45,98193.66,111673.81
2017-01-09,150419.29,142579.83,119746.66,120010.65,98101.35,111700.97
2017-01-10,151908.64,142793.43,120785.64,119929.99,98727.28,112519.54
2017-01-11,153728.26,145361.97,123514.53,121796.80,99823.72,114188.85
2017-01-12,153907.15,145627.68,123811.95,121808.35,100139.96,114345.21
2017-01-13,154064.51,144308.29,123297.04,121516.95,100058.36,114029.06
2017-01-16,155694.33,144680.04,123871.68,122923.85,100206.65,114617.68
2017-01-17,154804.00,143509.31,122832.55,122490.30,100030.37,114689.53
2017-01-18,156782.65,146057.76,124613.02,123364.00,100256.68,115410.21
2017-01-19,156880.81,146290.82,125616.48,124131.10,100472.27,115684.86
2017-01-20,152811.30,142369.91,123421.08,121822.30,99450.89,113799.09
2017-01-23,158658.22,148440.90,126396.49,124770.69,99952.95,114794.95
2017-01-24,160269.45,149948.04,127697.02,126059.65,100957.06,116164.06
2017-01-25,162828.92,152588.10,129768.65,126861.49,102469.19,117502.84
2017-01-27,162523.13,152242.27,130344.87,126674.80,102927.77,118460.92
2017-01-30,163011.80,152765.65,129699.50,126761.05,102826.53,118710.85
2017-01-31,162519.25,152347.65,128398.83,126299.85,101975.47,117007.28
2017-02-01,165240.67,154888.60,131108.96,127653.89,103822.91,119323.40
2017-02-02,164684.20,154390.86,132198.58,131567.80,104035.52,120117.70
2017-02-03,163663.95,153302.06,130970.38,131167.20,104115.32,120722.82
2017-02-06,165100.20,154892.61,131514.60,132062.70,104831.18,121530.99
2017-02-07,163084.95,152812.81,130457.31,131102.50,104441.09,120848.36
2017-02-08,163695.83,153360.12,131164.43,131669.30,104450.02,121546.66
2017-02-09,163105.42,153045.80,131019.52,132228.09,104561.40,121800.95
2017-02-10,162500.83,152452.87,130388.01,131536.60,104741.85,121687.64
2017-02-13,161794.37,151446.35,131613.34,130749.99,104878.83,121459.60
2017-02-14,160997.62,150356.70,129686.80,128301.29,104726.96,120719.20
2017-02-15,159759.70,149189.66,127226.31,126172.00,103921.77,118955.53
2017-02-16,163208.65,152834.76,130057.69,129586.40,104556.63,120743.53
2017-02-17,161880.63,151499.44,130513.40,129409.05,105077.15,121188.42
2017-02-20,163423.15,153237.13,132247.06,131089.04,105762.05,122233.96
2017-02-21,163146.77,152935.05,132340.74,131361.99,106103.30,122994.99
2017-02-22,161097.67,150799.50,131196.81,130068.29,106330.22,122473.13
2017-02-23,162138.85,151884.54,131960.57,130219.45,106480.29,122650.34
2017-02-27,161934.88,151666.97,131743.47,131397.00,105970.50,122246.94
2017-02-28,163266.73,152996.89,131558.01,131640.75,105766.81,122699.19
2017-03-01,164975.90,154715.58,132109.96,133003.14,106555.33,123113.98
2017-03-02,160169.00,149456.96,128742.53,127575.80,106006.82,121558.06
2017-03-03,164655.75,153891.53,130434.50,129869.44,105980.62,122178.21
2017-03-06,164983.43,154227.89,130359.20,129149.75,106765.57,122891.88
2017-03-07,162599.15,151852.85,129231.92,127668.85,106568.44,122677.55
2017-03-08,161189.80,150347.33,127187.79,127123.64,106299.24,121972.13
2017-03-09,160322.85,149432.26,126519.34,125831.20,106331.40,121664.29
2017-03-10,159282.10,148372.03,124894.53,124273.44,106421.33,121607.82
2017-03-14,162760.95,152109.71,127269.42,127385.10,108237.20,123422.12
2017-03-15,164189.98,153647.69,128235.22,128678.95,108210.99,124310.27
2017-03-16,168614.50,158305.71,131034.18,131986.10,109031.68,125780.01
2017-03-17,167773.75,157492.99,130492.31,132287.15,109107.31,125564.40
2017-03-20,168490.73,158310.42,130680.48,132957.90,108711.85,125614.06
2017-03-21,169677.05,159439.53,130427.33,133150.24,108648.13,125029.59
2017-03-22,166437.82,156024.35,128817.04,132703.99,107563.62,123701.41
2017-03-23,166278.30,155850.41,130074.48,133565.50,108228.86,124838.64
2017-03-24,167231.40,156812.76,130993.44,134742.80,108487.33,125096.49
2017-03-27,163373.50,152741.20,129899.64,133672.15,107739.31,124475.90
2017-03-28,164438.85,153896.70,130638.08,134540.35,108401.57,125157.03
2017-03-29,166039.80,155545.49,129702.91,129846.75,108913.75,125455.80
2017-03-30,165411.25,155009.49,129610.13,128901.55,109270.50,125652.83
2017-03-31,167127.88,156739.67,130533.77,129310.60,109270.50,125936.23
2017-04-03,166801.67,156465.70,130564.92,129742.69,110034.00,126444.50
2017-04-05,169323.02,159169.65,131525.86,130037.99,110359.18,127474.80
2017-04-06,169383.57,159613.00,131850.78,129906.49,110321.07,127736.57
2017-04-07,167742.85,157782.85,131383.25,128219.45,109562.91,127182.32
2017-04-10,169286.22,159470.05,133107.13,129293.39,109362.21,128030.97
2017-04-11,168983.88,158958.34,132745.66,128817.85,110023.88,128957.60
2017-04-12,167528.56,157722.12,132984.18,128535.30,109624.26,128364.79
2017-04-13,165205.44,152476.34,130510.26,126857.25,108997.13,127655.54
2017-04-17,165682.43,153508.36,131298.49,127305.60,108860.15,127700.55
2017-04-18,165775.71,152474.04,129880.88,125973.25,108453.39,127042.18
2017-04-19,167476.78,153536.79,130475.51,125815.55,108433.73,127608.55
2017-04-20,166507.28,153925.20,131407.53,127764.09,108825.62,128268.58
2017-04-21,166208.13,152527.08,129974.14,124850.49,108623.13,127916.82
2017-04-24,167748.48,155074.92,130706.98,125291.59,109796.97,129178.77
2017-04-25,170430.49,155356.12,131658.60,125180.19,110852.90,130529.48
2017-04-26,172549.78,157874.83,132088.64,125385.79,111391.88,130132.88
2017-04-27,173104.71,156066.88,132160.39,124231.49,111276.35,130141.77
2017-04-28,174145.18,157765.33,132670.91,124602.09,110822.52,130726.33
2017-05-02,174131.58,157353.58,133491.82,125689.79,110938.66,130940.00
2017-05-03,172501.24,155096.78,132671.29,125158.59,110916.63,130722.43
2017-05-04,170440.16,153247.92,132524.90,124630.09,111487.77,131416.45
2017-05-05,167211.21,148387.23,129486.55,124451.49,110599.19,130259.78
2017-05-08,166434.48,147873.17,129246.53,124972.89,110941.64,131267.65
2017-05-09,168998.96,149907.67,130091.23,125845.49,110974.98,131268.07
2017-05-10,170387.09,151524.58,130908.14,128909.19,112052.36,132383.75
2017-05-11,170402.51,153409.98,131460.94,130230.69,112232.22,132713.49
2017-05-12,170590.26,152468.33,131061.85,129759.89,111976.13,131895.26
2017-05-15,174738.11,156125.08,132970.21,130692.49,112506.18,132632.32
2017-05-16,174762.16,154580.42,133031.50,130421.29,113302.44,133334.92
2017-05-17,176223.88,156656.03,133334.21,130857.99,113463.24,133265.87
2017-05-18,170907.18,150012.67,129319.84,126936.09,112316.19,130639.42
2017-05-19,169858.68,149984.53,128521.19,127685.29,112297.73,130279.53
2017-05-22,167979.63,149772.67,127324.74,126134.89,112421.01,129007.67
2017-05-23,168649.06,149156.08,125558.81,123505.39,111800.44,127195.17
2017-05-24,167191.41,145151.54,124987.97,122334.39,111495.51,125775.84
2017-05-25,170068.56,146956.54,128030.44,125136.49,113272.66,127808.22
2017-05-26,171702.31,150345.56,132607.52,127725.29,114289.28,129510.64
2017-05-29,171493.68,148478.74,131352.90,129145.59,114406.02,128207.93
2017-05-30,174240.25,151373.52,132616.60,129549.79,114640.07,129420.09
2017-05-31,175375.20,150114.62,132621.88,130786.19,114600.76,129991.72
2017-06-01,172418.72,148407.76,131575.16,130677.09,114539.42,130524.38
2017-06-02,173861.47,148694.04,131418.38,132263.79,114984.90,131291.54
2017-06-05,174847.86,147999.71,130846.14,133491.19,115242.18,131794.57
2017-06-06,173875.35,147468.36,130858.88,133707.69,114790.16,131193.07
2017-06-07,174905.05,147889.88,130846.44,134150.29,115108.78,131900.62
2017-06-08,174459.58,149079.32,130328.94,134959.49,114910.45,131993.23
2017-06-09,175213.75,149512.80,131098.49,135879.09,115160.59,132345.95
2017-06-12,174017.72,149014.27,130939.94,135309.19,114543.00,131570.11
2017-06-13,173818.86,148919.36,130466.18,135337.89,114429.84,131685.92
2017-06-14,173151.06,148051.27,130135.82,133410.09,114563.84,131647.47
2017-06-15,169832.86,146881.98,128293.36,132639.29,114086.20,131544.11
2017-06-16,170487.90,148205.20,129055.99,132254.89,114205.31,131543.75
2017-06-19,173084.75,150718.70,130531.98,133332.19,115033.14,132014.18
2017-06-20,174337.86,150899.77,130714.37,135600.19,114984.90,132277.30
2017-06-21,172310.26,148833.88,129395.57,134517.49,114747.86,131936.75
2017-06-22,168176.01,146510.01,127575.79,134199.79,114704.99,131250.96
2017-06-23,164317.81,142114.74,125776.36,131437.39,114049.28,129565.23
2017-06-27,164094.67,140796.56,124060.74,129884.09,113292.32,128533.80
2017-06-28,165262.05,142274.39,125199.23,131259.79,113052.31,129202.27
2017-06-29,165788.07,142811.14,125739.82,132915.09,113205.36,129507.91
2017-06-30,165466.99,142622.61,126076.90,131614.19,113405.48,130079.61
2017-07-03,167549.80,144467.77,127536.29,134255.29,114526.32,131679.42
2017-07-04,167408.37,145034.94,127283.00,133706.29,114506.07,131163.07
2017-07-05,168277.14,145250.79,127969.32,135128.89,114795.51,132430.05
2017-07-06,167113.95,145776.14,128684.55,134832.49,115235.63,132899.80
2017-07-07,166196.64,145652.79,128474.86,135401.19,115131.41,132983.60
2017-07-10,166449.51,147139.91,130432.91,135876.99,116385.06,134645.54
2017-07-11,168712.65,148347.57,129959.90,136267.49,116563.73,134053.71
2017-07-12,170845.02,150118.65,131860.98,136625.59,116921.66,135285.49
2017-07-13,172327.12,152935.55,133144.68,136500.99,117822.15,135891.05
2017-07-14,172113.84,152905.62,133712.49,136553.19,117758.42,136293.17
2017-07-17,173757.92,154996.38,134331.42,137183.09,118111.00,136880.87
2017-07-18,172683.03,153518.85,133187.09,135772.29,117053.29,136284.62
2017-07-19,176867.65,156729.93,134988.68,136315.49,117916.24,137798.20
2017-07-20,178418.01,158510.78,134979.56,136285.79,117602.98,137240.00
2017-07-21,182714.09,161358.42,135712.71,135907.99,118102.66,137506.63
2017-07-24,182837.51,161505.42,135241.26,135356.89,118711.92,137743.58
2017-07-25,184215.83,162463.93,135749.54,135527.19,118689.88,138438.80
2017-07-26,184417.26,162399.11,136038.44,136678.19,119358.11,138801.11
2017-07-27,183394.78,161708.89,135321.53,134136.79,119356.91,138066.51
2017-07-28,181535.11,160330.13,135378.79,136678.49,119284.85,138348.52
2017-07-31,183537.54,162121.12,136373.11,137967.59,120030.49,138858.47
2017-08-01,186743.32,164707.18,138696.92,140399.59,120477.76,139286.04
2017-08-02,186545.41,163991.25,138079.20,139836.39,120082.90,139083.89
2017-08-03,188248.60,163663.78,137588.81,138735.29,119274.73,138120.82
2017-08-04,196505.25,167398.90,140345.00,139213.09,119903.04,139214.07
2017-08-07,200592.77,171212.88,142025.88,139297.29,119795.84,140160.68
2017-08-08,198969.37,171523.33,141797.53,137808.79,118856.64,138652.42
